ID,Geslacht,Loopbaan,Studieprogramma,Oms. Studieprog.,Faculteit,Ingangsd.start,Opleidingsnr.start,Status,Progr.actie,Datum actie start,Ingangsd.eind,Opleidingsnr.eind,Status,Progr.actie,Datum actie,Actiereden,Studiepl.dipl.,Studieniv.dipl.,Ingangsd.dipl.,Status,Statusdatum,Examendatum
10829911,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,7-5-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10831428,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,9-5-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10833285,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,9-5-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10834966,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,14-5-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10838635,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,20-5-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10845488,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,26-5-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10854312,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,4-6-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10858458,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,11-6-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10875875,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,22-6-2014,1-9-2014,0,AC,MATR,22-6-2014,120,,,,,,
10877797,M,10,3050,B Informatica,FNWI,1-9-2015,1,AC,MATR,26-6-2015,31-8-2016,1,SP,SPND,26-10-2016,410,,,,,,
10886818,F,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,15-7-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10887679,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,17-7-2014,1-9-2016,1,CN,WADM,6-10-2016,400,,,,,,
10896503,F,10,3050,B Informatica,FNWI,1-9-2015,1,AC,MATR,21-5-2015,1-9-2015,1,AC,MATR,21-5-2015,120,,,,,,
10915540,M,10,3050,B Informatica,FNWI,1-1-2015,0,AC,MATR,30-10-2014,31-8-2015,1,SP,SPND,13-11-2015,410,,,,,,
10916652,M,10,3050,B Informatica,FNWI,1-2-2015,0,AC,MATR,19-12-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10972935,M,10,3050,B Informatica,FNWI,1-2-2015,0,AC,MATR,4-12-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10991131,F,10,3050,B Informatica,FNWI,1-2-2015,0,AC,MATR,13-1-2015,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
11005289,M,10,3050,B Informatica,FNWI,1-3-2015,0,AC,MATR,16-2-2015,31-8-2016,1,SP,SPND,2-9-2016,410,,,,,,
11022345,F,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,3-11-2016,410,,,,,,
11035668,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11043288,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11070315,M,10,3050,B Informatica,FNWI,1-9-2017,2,AC,MATR,2-3-2017,1-9-2017,2,AC,MATR,2-3-2017,120,,,,,,
11075708,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11079371,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,11-5-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11079592,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,12-5-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11079916,F,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,12-5-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11082887,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,20-5-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11083603,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,21-5-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11096365,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,1-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11109408,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,3-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11120347,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,12-6-2015,1-2-2017,1,CN,WADM,5-9-2016,400,,,,,,
11121424,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,15-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11121548,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,15-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11122102,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,16-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11122439,F,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,17-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11134518,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,26-6-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11136235,F,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,26-6-2015,1-9-2015,0,AC,MATR,26-6-2015,120,,,,,,
11138351,F,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,29-6-2015,1-9-2015,0,AC,MATR,29-6-2015,120,,,,,,
11144661,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,9-7-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11153431,M,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,2-8-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11154381,F,10,3050,B Informatica,FNWI,1-9-2015,0,AC,MATR,6-8-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11162295,F,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,25-9-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11165235,M,10,3050,B Informatica,FNWI,1-10-2015,0,AC,MATR,4-9-2015,1-10-2015,0,AC,MATR,4-9-2015,120,,,,,,
11166932,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,22-9-2015,1-9-2016,1,AC,MATR,1-5-2016,120,,,,,,
11167998,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,28-9-2015,31-8-2016,0,SP,SPND,28-10-2016,410,,,,,,
11168005,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,28-9-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11170816,F,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,11-10-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11171227,M,10,3050,B Informatica,FNWI,1-11-2015,0,AC,MATR,13-10-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11175982,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,26-10-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11187360,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,12-11-2015,31-8-2016,0,SP,SPND,2-8-2016,410,,,,,,
11188588,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,16-11-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11188669,M,10,3050,B Informatica,FNWI,1-1-2016,0,AC,MATR,16-11-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11190329,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,19-11-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11196041,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,25-11-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11197218,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,27-11-2015,31-8-2016,0,SP,SPND,11-11-2016,410,,,,,,
11198591,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,30-11-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11201800,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,6-12-2015,1-2-2016,0,AC,MATR,6-12-2015,120,,,,,,
11202963,F,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,8-12-2015,1-2-2016,0,AC,MATR,8-12-2015,120,,,,,,
11203242,M,10,3050,B Informatica,FNWI,1-1-2016,0,AC,MATR,8-12-2015,1-1-2016,0,AC,MATR,8-12-2015,120,,,,,,
11206454,M,10,3050,B Informatica,FNWI,1-2-2016,0,AC,MATR,15-12-2015,31-8-2016,0,SP,SPND,6-10-2016,410,,,,,,
11279184,M,10,3050,B Informatica,FNWI,1-9-2016,0,AC,MATR,1-5-2016,1-9-2016,0,AC,MATR,1-5-2016,120,,,,,,
11341335,M,10,3050,B Informatica,FNWI,1-9-2016,1,AC,MATR,3-6-2016,1-9-2016,1,AC,MATR,3-6-2016,120,,,,,,
11397837,M,10,3050,B Informatica,FNWI,1-9-2016,0,AC,MATR,12-6-2016,1-9-2016,0,AC,MATR,12-6-2016,120,,,,,,
11410787,F,10,3050,B Informatica,FNWI,1-9-2016,0,AC,MATR,30-6-2016,1-9-2016,0,AC,MATR,30-6-2016,120,,,,,,
11420391,M,10,3050,B Informatica,FNWI,1-9-2016,0,AC,MATR,21-7-2016,1-9-2016,0,AC,MATR,21-7-2016,120,,,,,,
11669128,M,10,3050,B Informatica,FNWI,1-2-2017,0,AC,MATR,27-12-2016,1-2-2017,1,AC,MATR,24-1-2017,120,,,,,,
5876532,M,10,3050,B Informatica,FNWI,1-11-2009,1,AC,ACTV,5-4-2010,1-9-2012,2,CN,WADM,22-8-2012,400,,,,,,
5909805,M,10,3050,B Informatica,FNWI,1-9-2010,1,AC,MATR,26-7-2010,31-8-2015,1,SP,SPND,13-11-2015,410,305015,B,29-9-2015,Z,29-9-2015,31-8-2015
6034918,M,10,3050,B Informatica,FNWI,1-2-2015,1,AC,MATR,14-1-2015,31-8-2015,1,SP,SPND,13-11-2015,410,,,,,,
0572632,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2005,0,AC,ACTV,5-4-2010,1-9-2013,1,AC,MATR,11-7-2013,120,305115,B,17-10-2014,Z,17-10-2014,28-8-2014
10001567,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,1,AC,MATR,14-8-2012,31-8-2015,1,SP,SPND,13-11-2015,410,,,,,,
10001851,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2010,0,AC,MATR,8-6-2010,31-3-2015,0,DC,VDIS,31-3-2015,200,305115,B,8-4-2015,Z,8-4-2015,23-3-2015
10002403,M,10,3051,B Informatiekunde BSc,FNWI,1-8-2014,1,AC,MATR,8-7-2014,31-8-2014,1,SP,SPND,21-8-2014,410,,,,,,
10002795,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,2,AC,MATR,30-4-2014,1-9-2014,2,AC,MATR,30-4-2014,120,,,,,,
10056947,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,2,AC,MATR,12-6-2012,31-8-2015,2,SP,SPND,20-1-2016,410,305115,B,14-8-2015,Z,14-8-2015,5-8-2015
10086358,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,1,AC,MATR,17-6-2011,31-8-2016,1,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,31-8-2016
10091157,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,1,AC,MATR,13-6-2016,1-9-2016,1,AC,MATR,13-6-2016,120,,,,,,
10113991,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2010,0,AC,MATR,7-8-2010,1-9-2016,2,AC,MATR,6-7-2016,120,,,,,,
10116052,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,1,AC,MATR,20-8-2012,31-8-2016,1,SP,SPND,28-10-2016,410,305115,B,7-6-2016,Z,7-6-2016,1-6-2016
10185054,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,16-6-2011,1-9-2011,0,AC,MATR,16-6-2011,120,305115,B,2-2-2015,Z,2-2-2015,29-1-2015
10196986,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,17-6-2011,31-8-2014,0,SP,SPND,6-10-2014,410,305115,B,27-10-2014,Z,27-10-2014,21-7-2014
10199969,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,17-6-2011,31-8-2014,0,SP,SPND,6-10-2014,410,305115,B,27-10-2014,Z,27-10-2014,26-8-2014
10203974,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,17-6-2011,31-8-2016,0,SP,SPND,21-7-2016,410,305115,B,10-10-2016,Z,10-10-2016,22-7-2016
10207120,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,17-6-2011,31-8-2014,0,SP,SPND,6-10-2014,410,305115,B,17-10-2014,Z,17-10-2014,21-8-2014
10219749,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,17-6-2011,31-10-2014,0,DC,VDIS,6-11-2014,200,305115,B,12-11-2014,Z,12-11-2014,16-10-2014
10247742,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,21-6-2011,31-8-2015,0,SP,SPND,13-11-2015,410,305115,B,10-9-2015,Z,10-9-2015,26-8-2015
10253025,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,1,AC,MATR,10-5-2012,31-8-2015,1,SP,SPND,13-11-2015,410,305115,B,24-7-2015,Z,24-7-2015,15-7-2015
10260013,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,30-6-2011,31-8-2015,0,SP,SPND,13-11-2015,410,305115,B,2-2-2015,Z,2-2-2015,16-1-2015
10261788,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,1,AC,MATR,5-7-2012,31-8-2015,1,SP,SPND,31-7-2015,410,305115,B,24-7-2015,Z,24-7-2015,14-7-2015
10269673,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,11-7-2011,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,13-7-2016
10275754,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2011,0,AC,MATR,20-7-2011,1-9-2011,0,AC,MATR,20-7-2011,120,,,,,,
10278397,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,2,AC,MATR,11-9-2013,1-9-2013,2,AC,MATR,11-9-2013,120,,,,,,
10336710,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,15-5-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,10-10-2016,Z,10-10-2016,31-8-2016
10381015,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,0,AC,MATR,14-5-2012,31-8-2016,0,SP,SPND,12-7-2016,410,305115,B,21-6-2016,Z,21-6-2016,16-6-2016
10386831,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,0,AC,MATR,23-5-2012,31-8-2015,0,SP,SPND,9-7-2015,410,305115,B,15-7-2015,Z,15-7-2015,3-7-2015
10421300,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,0,AC,MATR,14-6-2012,31-8-2015,0,SP,SPND,13-11-2015,410,305115,B,10-9-2015,Z,10-9-2015,17-8-2015
10441913,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,0,AC,MATR,5-7-2012,31-8-2016,0,SP,SPND,3-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,31-8-2016
10447768,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,0,AC,MATR,13-7-2012,30-11-2015,0,DC,VDIS,3-12-2015,200,305115,B,1-12-2015,Z,1-12-2015,27-11-2015
10459243,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2012,0,AC,MATR,31-7-2012,31-8-2015,0,SP,SPND,20-1-2016,410,305115,B,10-9-2015,Z,10-9-2015,24-8-2015
10497102,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,2,AC,MATR,1-9-2014,30-9-2014,2,DC,DISC,26-9-2014,392,,,,,,
10520058,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,15-7-2016,1-9-2016,0,AC,MATR,15-7-2016,120,,,,,,
10535837,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,17-7-2016
10543147,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,30-8-2016
10560459,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,15-8-2016
10572929,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,2-5-2013,1-9-2013,0,AC,MATR,2-5-2013,120,305115,B,17-3-2017,Z,17-3-2017,13-3-2017
10576371,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,24-8-2016
10610286,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,24-5-2013,1-9-2013,0,AC,MATR,24-5-2013,120,,,,,,
10626646,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,4-6-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,7-7-2016
10634061,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,13-6-2013,1-9-2013,0,AC,MATR,13-6-2013,120,,,,,,
10641181,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,17-6-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,25-8-2016
10645373,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,24-6-2013,31-8-2016,0,SP,SPND,28-10-2016,410,305115,B,5-10-2016,Z,5-10-2016,14-8-2016
10647368,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,25-6-2013,1-9-2013,0,AC,MATR,25-6-2013,120,,,,,,
10667474,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,24-7-2013,1-9-2013,0,AC,MATR,24-7-2013,120,,,,,,
10670602,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,29-7-2013,31-8-2016,0,SP,SPND,26-10-2016,410,305115,B,10-10-2016,Z,10-10-2016,6-7-2016
10676759,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,2,AC,MATR,17-6-2016,1-9-2016,2,AC,MATR,17-6-2016,120,,,,,,
10684883,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,1,AC,MATR,22-7-2016,1-9-2016,1,AC,MATR,22-7-2016,120,,,,,,
10689958,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,5-9-2013,1-9-2013,0,AC,MATR,5-9-2013,120,,,,,,
10690972,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,5-9-2013,1-9-2013,0,AC,MATR,5-9-2013,120,,,,,,
10724087,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,0,AC,MATR,8-1-2014,1-9-2014,0,AC,MATR,8-1-2014,120,,,,,,
10744185,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,1,AC,MATR,13-3-2014,1-9-2014,1,AC,MATR,13-3-2014,120,,,,,,
10758151,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,0,AC,MATR,20-3-2014,1-9-2014,0,AC,MATR,20-3-2014,120,,,,,,
10769633,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,0,AC,MATR,7-4-2014,1-9-2014,0,AC,MATR,7-4-2014,120,,,,,,
10771301,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,0,AC,MATR,8-4-2014,1-9-2014,0,AC,MATR,8-4-2014,120,,,,,,
10774807,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,0,AC,MATR,11-4-2014,1-9-2014,0,AC,MATR,11-4-2014,120,,,,,,
10793925,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2014,0,AC,MATR,24-4-2014,1-9-2014,0,AC,MATR,24-4-2014,120,,,,,,
10834958,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,1,AC,MATR,19-6-2016,1-9-2016,1,AC,MATR,19-6-2016,120,,,,,,
11041277,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11067632,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,2,AC,MATR,4-7-2016,1-9-2016,2,AC,MATR,4-7-2016,120,,,,,,
11077379,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2015,1,AC,MATR,16-7-2015,31-8-2016,1,SP,SPND,28-10-2016,410,,,,,,
11120347,M,10,3051,B Informatiekunde BSc,FNWI,1-1-2017,2,AC,MATR,15-11-2016,1-1-2017,2,AC,MATR,15-11-2016,120,,,,,,
11122056,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2015,0,AC,MATR,16-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11130717,F,10,3051,B Informatiekunde BSc,FNWI,1-7-2015,0,AC,MATR,24-6-2015,1-9-2016,1,AC,MATR,10-5-2016,120,,,,,,
11136375,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2015,0,AC,MATR,26-6-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11157887,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,1,AC,MATR,19-6-2016,1-9-2016,1,AC,MATR,19-6-2016,120,,,,,,
11320729,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,1-5-2016,1-9-2016,0,AC,MATR,1-5-2016,120,,,,,,
11334231,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,2-5-2016,1-9-2016,0,AC,MATR,2-5-2016,120,,,,,,
11360453,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,11-5-2016,1-9-2016,0,AC,MATR,11-5-2016,120,,,,,,
11360674,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,12-5-2016,1-9-2016,0,AC,MATR,12-5-2016,120,,,,,,
11363150,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,18-5-2016,1-9-2016,0,AC,MATR,18-5-2016,120,,,,,,
11363177,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,18-5-2016,1-9-2016,0,AC,MATR,18-5-2016,120,,,,,,
11369051,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,24-5-2016,1-9-2016,0,AC,MATR,24-5-2016,120,,,,,,
11370939,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,25-5-2016,1-9-2016,0,AC,MATR,25-5-2016,120,,,,,,
11372559,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,26-5-2016,1-9-2016,0,AC,MATR,26-5-2016,120,,,,,,
11377437,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,27-5-2016,1-9-2016,0,AC,MATR,27-5-2016,120,,,,,,
11388153,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,1-6-2016,1-9-2016,0,AC,MATR,1-6-2016,120,,,,,,
11392886,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,5-6-2016,1-9-2016,0,AC,MATR,5-6-2016,120,,,,,,
11397705,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,10-6-2016,1-9-2016,0,AC,MATR,10-6-2016,120,,,,,,
11401753,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,19-6-2016,1-9-2016,0,AC,MATR,19-6-2016,120,,,,,,
11402148,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,20-6-2016,1-9-2016,0,AC,MATR,20-6-2016,120,,,,,,
11406607,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,24-6-2016,1-9-2016,0,AC,MATR,24-6-2016,120,,,,,,
11408197,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,26-6-2016,1-9-2016,0,AC,MATR,26-6-2016,120,,,,,,
11408731,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,28-6-2016,1-9-2016,1,AC,MATR,29-6-2016,120,,,,,,
11409231,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,29-6-2016,1-9-2016,0,AC,MATR,29-6-2016,120,,,,,,
11415193,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,10-7-2016,1-9-2016,0,AC,MATR,10-7-2016,120,,,,,,
11419490,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,20-7-2016,1-9-2016,0,AC,MATR,20-7-2016,120,,,,,,
11423404,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,1-8-2016,1-9-2016,0,AC,MATR,1-8-2016,120,,,,,,
11425598,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,4-8-2016,1-9-2016,0,AC,MATR,4-8-2016,120,,,,,,
11427353,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,10-8-2016,1-9-2016,0,AC,MATR,10-8-2016,120,,,,,,
11433124,M,10,3051,B Informatiekunde BSc,FNWI,1-9-2016,0,AC,MATR,29-8-2016,1-9-2016,0,AC,MATR,29-8-2016,120,,,,,,
11436727,M,10,3051,B Informatiekunde BSc,FNWI,1-2-2017,0,AC,MATR,12-9-2016,1-2-2017,0,AC,MATR,12-9-2016,120,,,,,,
11587407,M,10,3051,B Informatiekunde BSc,FNWI,1-2-2017,0,AC,MATR,1-11-2016,1-2-2017,0,AC,MATR,1-11-2016,120,,,,,,
11682582,M,10,3051,B Informatiekunde BSc,FNWI,1-2-2017,0,AC,MATR,4-1-2017,1-2-2017,0,AC,MATR,4-1-2017,120,,,,,,
11720239,M,10,3051,B Informatiekunde BSc,FNWI,1-2-2017,0,AC,MATR,17-1-2017,1-2-2017,0,AC,MATR,17-1-2017,120,,,,,,
6215262,F,10,3051,B Informatiekunde BSc,FNWI,1-9-2013,0,AC,MATR,31-7-2013,1-9-2013,0,AC,MATR,31-7-2013,120,,,,,,
